"Very High Voltage (kWh)";"High Voltage (kWh)";"Medium Voltage (kWh)";"Low Voltage (kWh)";"Total (kWh)";"temperature_2m (°C)";"relative_humidity_2m (%)";"precipitation (mm)";"apparent_temperature (°C)";"cloud_cover (%)";"surface_pressure (hPa)";"wind_speed_10m (km/h)";"Diffuse_Radiation";"Direct_Radiation";"wind_speed_100m (km/h)";"wind_direction_10m (°)";"wind_direction_100m (°)";"wind_gusts_10m (km/h)";"terrestrial_radiation (W/m²)";"Consumptions";"year";"month";"day_of_year";"day_of_week";"hour";"estacao_ano";"weekend"
57307.15505;220736.3894;476168.390275;764192.5468059999;1518404.481531;21.7;67;0;20.4;27;988.8;21.4;"None";"None";33;316;317;40.3;0;"Medium-High Consumption";2025;7;199;6;22;"Summer";1
59180.5811;216701.148825;443593.2988;683107.369164;1402582.397889;20.75;73;0;19.5;4;988.9;20.7;"None";"None";32.2;315;317;40.3;0;"Medium Consumption";2025;7;199;6;23;"Summer";1
60550.34215;213342.7755;426690.351325;617126.6557895;1317710.1247645;19.8;77;0;19.1;1;988.7;17.9;"None";"None";28.5;315;317;37.8;0;"Medium Consumption";2025;7;200;7;0;"Summer";1
60467.74355;211343.89125;411414.191575;571458.93468875;1254684.76106375;18.9;82;0;18.1;1;988.6;16.9;"None";"None";27.5;315;317;32.4;0;"Low Consumption";2025;7;200;7;1;"Summer";1
60385.14495;210569.632375;402533.12255;543900.0318575;1217387.9317325;18;86;0;17.65;4;988.2;14.1;"None";"None";23.7;313;316;31;0;"Low Consumption";2025;7;200;7;2;"Summer";1
61622.960675;207886.4302;393652.053525;528343.1133515;1191504.5577515;17.4;89;0;17.2;7;988.1;14;"None";"None";23.5;308;312;25.6;0;"Low Consumption";2025;7;200;7;3;"Summer";1
60701.51295;209030.298875;391951.510825;517568.57054325;1179251.89319325;16.9;92;0;16.6;10;988.2;14.8;"None";"None";25;309;313;27;0;"Low Consumption";2025;7;200;7;4;"Summer";1
61525.8627;208974.599925;399977.402825;506794.027735;1177271.893185;16.5;94;0;16.1;14;988.3;15.4;"None";"None";25.8;308;312;28.1;0;"Low Consumption";2025;7;200;7;5;"Summer";1
62350.21245;206630.12555;407592.218075;533309.849033;1209882.405108;16.4;93;0;15.9;15;988.6;15.2;"Low";"None";24.3;306;310;28.4;54.4;"Low Consumption";2025;7;200;7;6;"Summer";1
64494.568775;204440.3414;409681.84815;597843.776234;1276460.534559;17.4;84;0;16.85;13;988.9;16.2;"Low";"Low";22.8;311;313;31.7;256.1;"Medium Consumption";2025;7;200;7;7;"Summer";1
65817.495675;196205.8405;400689.094325;668087.3115352499;1330799.74203525;19.1;72;0;17.8;17;989.0999999999999;16.45;"Low";"Low";23.6;315.75;317.25;35.6;508.8;"Medium Consumption";2025;7;200;7;8;"Summer";1
63407.07485;191204.43453333332;385617.724975;692656.311132;1332885.5454903333;21;61;0;19.6;21;989.3;16.7;"Low";"Medium";22.2;322;322;36.4;746.6;"Medium Consumption";2025;7;200;7;9;"Summer";1
64307.915975;186203.02856666668;375944.469175;717225.31072875;1343680.7244454166;23.1;50;0;22.1;14;989.4;15.7;"Low";"High";20.5;324;324;35.6;953.2;"Medium Consumption";2025;7;200;7;10;"Summer";1
65196.6041;181201.6226;358297.554175;740985.63681;1345681.417685;25.4;39;0;24.7;1;989.3;15.7;"Low";"High";20.2;326;326;35.6;1114.5;"Medium Consumption";2025;7;200;7;11;"Summer";1
64691.621675;182247.851325;344743.4972;713436.2059945001;1305119.1761945002;27.4;32;0;26.9;1;988.8;15.8;"Low";"High";20.5;326;326;36.4;1219.6;"Medium Consumption";2025;7;200;7;12;"Summer";1
66254.94115;178387.9041;344809.796025;671056.9726084999;1260509.6138835;28.7;31;0;28.6;1;988.4;15.5;"Low";"High";20;321;322;36;1261.3;"Low Consumption";2025;7;200;7;13;"Summer";1
64699.955;179919.557925;349217.8125;663767.698305875;1257605.023730875;29.9;29;0;29.4;0;987.7;16.8;"Low";"High";21.8;318;319;37.8;1237.7;"Low Consumption";2025;7;200;7;14;"Summer";1
66895.768825;185449.6129875;352237.5843;656478.42400325;1261061.39011575;30.4;29;0;29.2;0;987.4;18.25;"Low";"High";24.9;318;318;41;1147.4;"Low Consumption";2025;7;200;7;15;"Summer";1
65960.28245;190979.66805;362959.97855;686657.916100875;1306557.845150875;30.2;29;0;28.3;4;986.9;19.7;"Low";"High";26;315;315;41.4;999.6;"Low Consumption";2025;7;200;7;16;"Summer";1
65474.4784;196428.5979;377072.3647;716837.4081985;1355812.8491985002;29.6;30;0;26.9;29;986.5;20;"Low";"Medium";26.9;312;313;41.4;803.3;"Medium Consumption";2025;7;200;7;17;"Summer";1
57579.0011875;200562.7724;395407.4871;788188.5681565;1441737.8288440001;28.5;32;0;25.6;49;986.4;21;"Low";"Medium";28.8;308;308;41.2;571.9;"Low Consumption";2025;7;200;7;18;"Summer";1
49683.523975;202602.340325;403912.7165;843407.8327715;1499606.4135715;26.5;38;0;23.7;46;986.65;21.5;"Low";"Low";30.7;310;310;41;321.1;"Medium-High Consumption";2025;7;200;7;19;"Summer";1
46888.489425;202598.7246;400258.72445;856295.075711;1506041.014186;24.5;46;0;22.3;25;986.9;18.6;"Low";"Low";29.5;307;308;40.7;86.2;"Medium-High Consumption";2025;7;200;7;20;"Summer";1
58978.5258;200054.8955125;379886.132325;822017.892269;1460937.4459064999;22.8;53;0;20.7;31;987.3;19;"None";"None";29.8;306;306;34.9;0;"Medium Consumption";2025;7;200;7;21;"Summer";1
64327.9658;197511.066425;357966.103375;744435.8046875;1364240.9402875002;21.1;60;0;19.5;31;988;19.6;"None";"None";31;308;309;36;0;"Medium Consumption";2025;7;200;7;22;"Summer";1
63136.83975;195260.21725;339951.28675;680088.7116678751;1278437.055417875;20;65;0;18.3;52;987.9;18.6;"None";"None";29.3;311;313;36;0;"Medium Consumption";2025;7;200;7;23;"Summer";1
63449.7036;194574.52905;329270.018;615741.61864825;1203035.86929825;19;70;0;17.6;39;987.7;17.2;"None";"None";27.6;313;314;34.2;0;"Low Consumption";2025;7;201;1;0;"Summer";0
62056.15415;193810.860775;322369.445475;571416.6920905;1149653.1524905;18.3;76;0;17.2;0;987.3;16.2;"None";"None";25.9;315;316;31.7;0;"Low Consumption";2025;7;201;1;1;"Summer";0
64116.7555;196863.382875;317226.1543;543657.1834665;1121863.4761415;17.8;80;0;17.1;2;987;14.3;"None";"None";24.2;313;314;29.5;0;"Low Consumption";2025;7;201;1;2;"Summer";0
62903.6846;195420.89295;313170.8458;526691.30042625;1098186.7237762501;17.4;83;0;17.1;5;986.8;12.5;"None";"None";21.7;311;311;25.9;0;"Low Consumption";2025;7;201;1;3;"Summer";0
62921.5313;196290.021675;315767.8405;517125.94534825;1092105.33882325;17.1;86;0;17.1;0;986.7;10.9;"None";"None";19.5;308.5;310.25;22.7;0;"Low Consumption";2025;7;201;1;4;"Summer";0
61547.5032;198145.786225;328539.726675;493687.12176375;1081920.13786375;17.05;89;0;17;18;986.5;9.9;"None";"None";18.5;305;307;20.2;0;"Low Consumption";2025;7;201;1;5;"Summer";0
62901.2888;200737.9289;331376.88335;502839.0484355;1097855.1494855;17;90;0;17.1;71;986.5;11.5;"Low";"Low";18.2;305;309;19.4;53;"Low Consumption";2025;7;201;1;6;"Summer";0
65409.015925;198780.397175;329142.968;544974.979354;1138307.360454;18.6;82;0;18.5;100;986.9;13.5;"Low";"Low";17.8;317;317;26.6;253.3;"Low Consumption";2025;7;201;1;7;"Summer";0
65832.08235000001;198637.2609;327107.307975;604922.8004505;1196499.4516755;20.2;74;0;20.1;100;987.1;13.8;"Low";"Medium";18;321;321;28.4;506.4;"Low Consumption";2025;7;201;1;8;"Summer";0
67334.804825;194584.05725;321121.02225000004;657524.2216895;1240564.1060145;21.5;70;0;21.5;100;987.1;13.3;"Low";"Medium";17.1;320;321;28.8;744.5;"Low Consumption";2025;7;201;1;9;"Summer";0
66134.4583125;190530.8536;311346.180275;692805.2270155;1260816.719203;22.5;67;0;22.6;100;987.2;13.2;"Low";"High";17.1;313;312;29.2;951.4;"Low Consumption";2025;7;201;1;10;"Summer";0
64934.1118;187727.701075;307967.263575;728059.743343;1288688.819793;23.3;65;0;23.5;100;987.1;14.1;"Low";"High";18.1;304;303;30.2;1113.1;"Medium Consumption";2025;7;201;1;11;"Summer";0
64179.67705;187450.109175;304823.28225;689173.3589115001;1245626.4273865;24.9;58;0.1;24.35;95;987.1;16.2;"Low";"High";21;296;296;34.6;1218.4;"Low Consumption";2025;7;201;1;12;"Summer";0
63976.6989;188557.171075;302839.810475;642888.937055375;1198262.6175053748;25.5;58;0.1;25.2;80;986.75;17.9;"Low";"High";23.5;292;292;38.2;1260.2;"Low Consumption";2025;7;201;1;13;"Summer";0
65160.347125;189664.232975;303826.05935;596604.51519925;1155255.15464925;26.5;53;0.1;26.3;86;986.4;17.7;"Low";"High";23;290;290;38.5;1235.6;"Low Consumption";2025;7;201;1;14;"Summer";0
63082.2771;189687.292375;305244.996475;579372.1905665;1137386.7565165;28;47;0;27.8;22;986;17.5;"Low";"High";23;287;287;38.2;1146.3;"Low Consumption";2025;7;201;1;15;"Summer";0
64935.8228;197631.78545;314157.970675;594008.7666297499;1170734.34555475;28.5;43;0;27.7;29;985.5;20;"Low";"High";27;284;285;42.150000000000006;995.5;"Low Consumption";2025;7;201;1;16;"Summer";0
62738.361325;201562.324825;328752.93815;645904.5571477499;1238958.18144775;26.8;43;0;24.3;3;985.3;23;"Low";"Medium";31;282;282;46.1;798.4;"Low Consumption";2025;7;201;1;17;"Summer";0
62724.926625;202803.9289875;352920.638025;732889.8930305;1351339.386668;25.3;48;0;23.3;2;985.3;21.1;"Low";"Medium";29;289;289;46.1;570;"Medium Consumption";2025;7;201;1;18;"Summer";0
53250.164287499996;204045.53315;370375.080675;803338.5245397501;1431009.30265225;23.5;52;0;21.5;0;985.4;20.3;"Low";"Low";28.3;293;293;41.8;318.9;"Medium Consumption";2025;7;201;1;19;"Summer";0
43775.40195;209265.302525;371392.087425;835340.56355375;1459773.3554537501;21.7;55;0;19.8;0;985.8;18.2;"Low";"Low";28.1;288;288;38.5;85.1;"Medium Consumption";2025;7;201;1;20;"Summer";0
51530.9022625;212413.1721;361567.228;812753.9032355;1438265.205598;20.6;57;0;18.9;0;986.3;17;"None";"None";28;291;294;33.5;0;"Medium Consumption";2025;7;201;1;21;"Summer";0
59286.402575;211599.0364;349780.5109;731532.256304;1352198.206179;20;57;0;18;0;986.7;17.15;"None";"None";27.5;306;309;31;0;"Medium Consumption";2025;7;201;1;22;"Summer";0
59393.183075;211774.434;346679.340225;644951.073404;1262798.030704;19;60;0;16.9;0;986.9;17.3;"None";"None";28.7;323;323;31.7;0;"Low Consumption";2025;7;201;1;23;"Summer";0
52886.223175;211290.554;347875.15025;577908.64830525;1189960.57573025;18;64;0;16;0;987;15.8;"None";"None";26.8;324;327;31.7;0;"Low Consumption";2025;7;202;2;0;"Summer";0
56957.694725;212247.87935;343237.474475;534540.0435810001;1146983.092131;17.1;68;0;15.2;0;986.9;15.6;"None";"None";26.9;323;326;28.1;0;"Low Consumption";2025;7;202;2;1;"Summer";0
60360.969675;213205.2047;341066.182725;510356.72453525;1124989.08163525;16.2;73;0;14.4;0;986.7;15.6;"None";"None";26.8;326;330;28.1;0;"High Consumption";2025;7;202;2;2;"Summer";0
58604.333275;214162.53005;349388.8712625;498723.8069145;1120879.541502;15.6;78;0;13.9;0;986.5;14.5;"None";"None";25.5;328;331;28.1;0;"Low Consumption";2025;7;202;2;3;"Summer";0
61023.9565;216326.4463;357711.5598;497853.60857425;1132915.57117425;15.1;80;0;13.7;0;986.6;13.7;"None";"None";24.7;327;331;26.450000000000003;0;"Low Consumption";2025;7;202;2;4;"Summer";0
58359.1509;225112.884975;415994.249425;496938.724753;1196405.010053;14.8;83;0;13.4;0;986.7;13.8;"None";"None";24.9;325;330;24.8;0;"Low Consumption";2025;7;202;2;5;"Summer";0
61509.34455;232864.6381;474322.491375;548281.128462;1316977.6024870002;14.9;84;0;13.3;0;987.1;15.2;"None";"None";26.1;329;332;27.4;51.5;"Medium Consumption";2025;7;202;2;6;"Summer";0
53660.558725;230046.694125;552579.146675;632661.7646162501;1468948.16414125;16.3;76;0;14.7;0;987.3;15.2;"Low";"Low";24.35;327;330;29.5;250.5;"Medium-High Consumption";2025;7;202;2;7;"Summer";0
60810.4897;221409.369525;587451.209575;698271.4714225;1567942.5402225;18.1;67;0;16.3;0;987.5;16.6;"Low";"Low";22.6;333;334;33.8;503.9;"Medium-High Consumption";2025;7;202;2;8;"Summer";0
63400.1682;213025.03085;577531.757525;723310.7727254999;1577267.7293005;20.4;56;0;18.3;0;987.7;16.5;"Low";"Low";23.2;336;337;36.7;742.4;"Medium-High Consumption";2025;7;202;2;9;"Summer";0
61312.420275;208981.6768;567612.3054750001;738999.078118;1576905.480668;22.6;47;0;21.2;0;987.6500000000001;16.4;"Low";"High";21.5;339;339;37.4;949.7;"Medium-High Consumption";2025;7;202;2;10;"Summer";0
62845.5366;202230.29735;523212.6993;727188.7106165;1515477.2438665;24.9;37;0;24.1;7;987.6;14.8;"Low";"None";19.1;344;344;36.4;1111.6;"Medium-High Consumption";2025;7;202;2;11;"Summer";0
60123.169675;202978.940375;500519.7495;715378.343115;1479000.202665;26.9;32;0;26.5;2;987.6;13.65;"Low";"High";18.3;345;345;34.6;1217.1;"Medium-High Consumption";2025;7;202;2;12;"Summer";0
63020.457575;203727.5834;526964.316275;693558.2306617501;1487270.5879117502;28.4;27;0;28.3;30;987.6;12.5;"Medium";"Low";17.200000000000003;340;340;31.7;1260.2;"Medium-High Consumption";2025;7;202;2;13;"Summer";0
64074.09735;203051.073175;541161.8883;682399.30639825;1490686.36522325;29.4;25;0;28.6;0;987.3;12.8;"Medium";"Medium";16.1;338;338;31.7;1234.4;"Medium-High Consumption";2025;7;202;2;14;"Summer";0
66175.80679999999;200948.803775;548235.729;679942.474319;1495302.8138940001;30;23;0;28.9;58;986.9;13.6;"Medium";"Medium";17.3;336;336;32.4;1145;"Medium-High Consumption";2025;7;202;2;15;"Summer";0
54828.8291875;207228.896925;545141.883125;695145.824287;1502345.4335245;30.2;24;0;28.3;0;986.7;14.8;"Medium";"Low";19;328;329;33.5;996.9;"Medium-Low Consumption";2025;7;202;2;16;"Summer";0
43481.851575;217093.7631;539052.0497000001;761573.386561875;1561201.0509368752;29.9;25;0;26.9;25;986.55;16.2;"Low";"High";20.35;328;328;34.05;800.1;"Medium-High Consumption";2025;7;202;2;17;"Summer";0
40569.4991;225031.230625;552819.452175;828000.94883675;1646421.13073675;29;26;0;26.1;80;986.4;16.2;"Low";"Low";21.7;328;329;34.6;568.1;"Medium-High Consumption";2025;7;202;2;18;"Summer";0
40562.34655;229450.116225;561322.6531;891142.1749452499;1722477.2908202498;27.8;28;0;24.8;0;986.4;15.4;"Low";"None";23.85;333;333;32.8;316.6;"Medium-Low Consumption";2025;7;202;2;19;"Summer";0
41528.95315;230848.955175;552224.61395;890719.4824845;1715322.0047595003;26.1;32;0;23.6;89;986.7;14.1;"Low";"Low";26;322;322;28.1;83.9;"Medium-Low Consumption";2025;7;202;2;20;"Summer";0
48595.8277;227398.340725;518262.707325;845831.07336025;1640087.94911025;22.5;43.5;0;19.6;1;987.5;22.5;"None";"None";35;323;325;34.400000000000006;0;"Medium-High Consumption";2025;7;202;2;21;"Summer";0
55662.70225;223006.414175;484337.88855;746947.10273725;1509954.10771225;20.8;55;0;18.2;0;988;20.6;"None";"None";33.4;320;322;40.7;0;"Medium-High Consumption";2025;7;202;2;22;"Summer";0
59916.519075;218024.268125;456776.09415;648997.6613765;1383714.5427265;19.4;60;0;17.1;0;988.2;18.9;"None";"None";31.2;317;321;37.1;0;"Low Consumption";2025;7;202;2;23;"Summer";0
58650.95245;217528.2121;443759.071625;577944.1386957499;1297882.37487075;18.4;63;0;16.2;0;988.2;18.1;"None";"None";30.3;320;320;34.2;0;"Medium Consumption";2025;7;203;3;0;"Summer";0
57385.385825;219317.06565833333;434648.5393;534579.25877925;1245930.2495625834;17.4;66;0;15.5;0;988.1;15;"None";"None";26.5;317;320;29.9;0;"Low Consumption";2025;7;203;3;1;"Summer";0
58766.5359;221105.91921666666;425538.006975;509648.0641155;1215058.5262071667;16.6;69;0;15;0;988;13.6;"None";"None";24.7;319;322;27;0;"Low Consumption";2025;7;203;3;2;"Summer";0
58042.1615;222894.772775;421197.548875;497642.5125625;1199776.9957125;16;72;0;14.3;0;987.8;13.4;"None";"None";24.6;321;321;24.1;0;"Low Consumption";2025;7;203;3;3;"Summer";0
60024.729875000005;225587.761725;430919.821575;498124.04216125;1214656.35533625;15.4;75;0;13.9;0;988;12.5;"None";"None";23.6;316;320;23.8;0;"Low Consumption";2025;7;203;3;4;"Summer";0
58352.252475;222413.24685;472643.89185;529033.897364;1282443.2885389999;15.15;78;0;13.5;0;988.1;12.4;"None";"None";23.4;317;320;22.3;0;"Low Consumption";2025;7;203;3;5;"Summer";0
61181.573925;223116.861125;521979.963325;559943.7525667499;1366222.15094175;14.9;79;0;13.5;0;988.5;13.1;"Low";"Low";23.5;316;320;22.7;50;"Medium Consumption";2025;7;203;3;6;"Summer";0
60040.947025;220767.96325;590938.83245;647936.02552975;1519683.76825475;16.5;72;0;15.1;0;988.8;13;"Low";"Low";20.8;315;315;25.2;247.7;"Medium-High Consumption";2025;7;203;3;7;"Summer";0
61243.128575;212685.634975;616462.46935;688425.70280375;1578816.93570375;18.9;61;0;17.4;0;989.2;12.8;"Low";"Medium";17.1;320;320;27.7;501.5;"Medium-High Consumption";2025;7;203;3;8;"Summer";0
60760.21565;204363.46675;594216.37795;728915.38007775;1588255.4404277499;21.8;50.5;0;20.4;0;989.6;12.233333333333334;"Low";"Medium";14.6;321;322;27.7;740.3;"Medium-High Consumption";2025;7;203;3;9;"Summer";0
59819.642625;195308.8383;579853.685475;749153.7775615;1584135.9439615;24.8;40;0;24.1;0;989.9;11.666666666666666;"Low";"High";14.4;323;324;28.1;947.9;"Medium-High Consumption";2025;7;203;3;10;"Summer";0
61024.980725;189942.90765;537731.515225;769392.17504525;1558091.5786452498;27.4;33;0;27.6;0;989.9;11.1;"Low";"High";14.1;325;325;28.4;1110.1;"Medium-High Consumption";2025;7;203;3;11;"Summer";0
60485.29115;193727.1814;525901.028925;736541.327281;1516654.828756;30;27;0;30;0;989.6666666666666;11.8;"Low";"High";14.8;324;324;29.9;1215.8;"Medium-High Consumption";2025;7;203;3;12;"Summer";0
61783.6999;200198.808725;567721.02635;731589.67057825;1561293.20555325;31.2;24;0;31.3;0;989.4333333333334;12.4;"Medium";"High";15.3;326;326;31;1257.8;"Medium-High Consumption";2025;7;203;3;13;"Summer";0
62850.9486;205972.827025;590617.214125;726839.371732;1586280.361482;32.5;21;0;32.1;0;989.2;13;"Low";"High";16.5;327;328;31.7;1233.2;"Medium-High Consumption";2025;7;203;3;14;"Summer";0
63284.911925;210122.436975;602620.8776;729467.1345955001;1605495.3610955002;33.2;19;0;32;0;988.7;14.3;"Medium";"High";18.1;326;327;33.266666666666666;1143.8;"Medium-High Consumption";2025;7;203;3;15;"Summer";0
62381.095825;219886.6807;597078.0287;743352.27922275;1622698.08444775;32.95;20;0;31.15;0;988.4;16.2;"Low";"High";20.9;326;327;34.83333333333333;995.5;"Medium-High Consumption";2025;7;203;3;16;"Summer";0
62620.73775;229650.924425;581258.3342;785168.71533475;1658698.7117097501;32.7;26;0;30.3;0;987.9;17.1;"Low";"Medium";22.5;328;328;36.4;798.4;"Medium-High Consumption";2025;7;203;3;17;"Summer";0
51421.11535;230607.450475;583617.9969500001;867542.914439;1733189.477214;31.7;35;0;29.55;0;987.8;17.2;"Low";"Medium";23.2;322;322;35.6;566.1;"Medium-Low Consumption";2025;7;203;3;18;"Summer";0
42018.491125;231270.1731;582202.3405;924880.52350775;1780371.52823275;30;43;0;28.8;0;987.7;20.1;"Low";"Low";28;321;321;37.1;314.2;"Medium-Low Consumption";2025;7;203;3;19;"Summer";0
42084.066675;231932.895725;565959.53865;917856.52169825;1757833.02274825;26.6;51;0;25.85;0;988.4;23.3;"Low";"Low";35.8;321;322;42.8;82.6;"Medium-Low Consumption";2025;7;203;3;20;"Summer";0
42294.655375;227473.756325;528837.09785;864774.77105075;1663380.2806007501;24.1;61;0;22.9;0;989.2;22.6;"None";"None";34.7;323;323;42.8;0;"Medium-High Consumption";2025;7;203;3;21;"Summer";0
56453.7232;224204.05115;493724.834575;761417.91065825;1535800.51958325;22.6;68;0;21.6;0;989.4333333333334;21.6;"None";"None";32.6;323;325;41.4;0;"Medium-High Consumption";2025;7;203;3;22;"Summer";0
59389.0339;222255.159;464819.32745;667609.10031075;1414072.62066075;21.2;74;0;20.6;0;989.6666666666666;19.6;"None";"None";30.5;321;323;39.6;0;"Medium Consumption";2025;7;203;3;23;"Summer";0
57710.378475000005;223753.919025;450717.936475;594635.070097;1326817.304072;20;76;0;19;0;989.9;20.1;"None";"None";31;320;323;36.7;0;"Medium Consumption";2025;7;204;4;0;"Summer";0
56031.72305;220958.35215;437080.099875;548816.01060425;1262886.18567925;18.75;81;0;17.7;0;989.6;17.2;"None";"None";28.4;313;316;35.3;0;"Low Consumption";2025;7;204;4;1;"Summer";0
60127.3801;221861.223175;430787.417725;530028.266051625;1242804.287051625;17.5;83;0;16.4;0;989.4;17.5;"None";"None";28.4;310;312;31.7;0;"Low Consumption";2025;7;204;4;2;"Summer";0
58165.759525;222764.0942;433392.8023875;511240.521499;1225563.1776115;16.7;84;0;15.5;0;989.3;16.8;"None";"None";28.4;312;315;31.15;0;"Low Consumption";2025;7;204;4;3;"Summer";0
58862.034775;223656.87045;435998.18705;547481.6051262501;1265998.69740125;16.4;83;0;15.1;0;989.2;16.7;"None";"None";28.4;316;319;30.6;0;"Low Consumption";2025;7;204;4;4;"Summer";0
59178.42915;229504.442275;477854.249875;583722.6887535;1350259.8100534999;16.2;83;0;15.149999999999999;0;989.1;15.649999999999999;"None";"None";27.5;317;320;29.9;0;"Medium Consumption";2025;7;204;4;5;"Summer";0
60503.560225;234663.7498;528669.1725;619963.7723807499;1443800.25490575;16.2;84;0;15.2;0;989.1;14.6;"Low";"Low";24.6;316;319;28.8;48.5;"Medium Consumption";2025;7;204;4;6;"Summer";0
61828.691300000006;234523.59275;610204.4686499999;656204.856008;1562761.6087079998;17.3;78;0;15.9;3;989.5;17.1;"Low";"Low";24.7;317;317;32.8;244.8;"Medium-High Consumption";2025;7;204;4;7;"Summer";0
63153.822375;221684.3957125;639406.8195249999;718118.268468;1642363.3060805;19;69;0;17.6;0;989.5;17.55;"Low";"Medium";22.7;319;320;34.6;499;"Medium-High Consumption";2025;7;204;4;8;"Summer";0
62153.525725;208845.198675;605974.5321;734587.56165525;1611560.81815525;21.1;61;0;19.5;99;989.5;18;"Low";"Medium";24.1;316;317;37.8;738.2;"Medium-High Consumption";2025;7;204;4;9;"Summer";0
61992.6663;198054.51205;583708.108325;741532.61400025;1585287.9006752502;22.5;52.5;0;20.6;97;989.3;18.9;"Low";"High";25.2;317;318;39.2;946.1;"Medium-High Consumption";2025;7;204;4;10;"Summer";0
61809.2228;195802.600125;540044.747775;756893.11737425;1554549.68807425;24.5;44;0;22.7;90;989.1333333333333;20.1;"Low";"High";26.7;320;321;41;1108.5;"Medium-High Consumption";2025;7;204;4;11;"Summer";0
60968.81595;199575.079675;518535.317775;712609.272445;1491688.485845;27;36;0;25.8;0;988.9666666666666;19.2;"Low";"High";25.5;324;324;42.8;1214.4;"Medium-High Consumption";2025;7;204;4;12;"Summer";0
